VOLTAGE,CURRENT,GAS,WIRESPEED
28.3,382.1,25.5,8.7
28.6,381.5,25.6,8.6
29.2,364.0,25.6,8.6
28.6,351.6,25.6,8.4
28.9,275.1,25.5,8.6
28.8,262.7,25.6,8.6
28.8,251.6,25.7,8.6
28.5,310.5,25.7,8.6
28.6,415.6,25.8,8.6
28.6,353.5,25.7,8.7
28.6,350.0,25.7,8.7
28.6,333.1,25.6,8.7
28.6,278.6,25.7,8.8
28.6,300.9,25.7,8.9
28.9,267.8,25.7,8.8
28.5,260.8,25.7,8.9
28.4,327.3,25.7,9.0
28.6,285.3,25.8,9.0
28.3,299.3,25.8,8.9
28.8,288.5,25.8,9.1
28.4,397.1,25.7,9.1
28.6,391.0,25.7,8.8
28.6,408.2,25.7,9.0
28.8,400.3,25.8,8.9
29.1,414.6,25.6,8.9
28.8,302.2,25.6,8.8
28.9,255.7,25.8,8.7
28.8,288.8,25.6,8.9
29.0,249.3,25.5,8.8
28.5,305.4,25.7,8.9
28.9,365.6,25.7,8.7
29.2,490.1,25.7,8.7
28.7,413.3,25.6,8.7
28.5,343.9,25.7,8.8
28.0,412.4,25.6,8.6
28.7,335.0,25.5,8.7
29.2,321.3,25.6,8.7
28.5,292.6,25.6,8.8
28.8,302.2,25.6,8.8
28.4,319.7,25.7,8.8
29.9,281.2,25.6,8.7
29.7,369.7,25.6,8.7
27.9,334.0,25.6,8.8
27.8,417.8,25.7,8.7
28.7,431.5,25.7,8.8
30.0,423.8,25.7,8.9
28.9,298.4,25.6,8.7
28.9,275.1,25.6,8.7
28.8,263.3,25.8,8.7
28.7,162.1,25.7,8.7
29.0,269.4,25.7,8.7
28.8,274.2,25.6,8.7
28.9,403.5,25.5,8.8
28.5,342.6,25.6,8.6
28.9,374.8,25.6,8.8
28.1,421.3,25.6,8.8
28.7,294.5,25.7,8.6
28.8,331.2,25.7,8.7
28.6,239.8,25.7,8.7
28.6,279.3,25.6,8.8
28.3,227.7,25.7,8.9
28.8,248.0,25.6,8.7
29.1,352.5,25.6,8.8
28.5,272.3,25.7,8.6
28.7,418.4,25.6,8.6
28.7,413.0,25.7,8.6
27.9,439.5,25.6,8.6
28.7,313.3,25.5,8.7
28.7,361.1,25.6,8.6
28.7,297.7,25.6,8.6
28.8,221.3,25.7,8.6
28.9,316.2,25.7,8.5
29.2,216.8,25.7,8.6
28.4,367.5,25.7,8.6
28.7,341.7,25.7,8.6
28.5,469.1,25.6,8.6
28.8,438.5,25.5,8.8
28.8,365.2,25.5,8.7
28.8,458.9,25.6,8.8
29.1,296.5,25.5,8.8
29.2,350.9,25.6,8.8
28.8,238.5,25.8,8.8
28.5,273.5,25.6,8.8
28.6,306.0,25.6,8.9
28.9,266.5,25.8,8.8
28.7,450.3,25.7,8.8
28.9,377.0,25.8,8.9
28.8,430.2,25.7,8.9
28.7,300.3,25.7,8.8
28.7,371.9,25.7,8.9
28.8,284.4,25.7,8.8
28.3,238.5,25.7,8.8
28.8,286.9,25.8,8.9
28.9,180.2,25.7,8.7
28.6,350.3,25.6,8.8
28.0,255.1,25.5,8.7
28.3,334.0,25.7,8.8
28.6,364.3,25.7,8.7
28.5,412.4,25.8,8.6
28.9,418.8,25.6,8.6
28.3,276.7,25.6,8.7
28.2,370.3,25.6,8.7
28.6,232.1,25.6,8.7
28.5,285.6,25.6,8.7
28.3,240.4,25.6,8.8
29.1,257.0,25.7,8.8
28.9,423.2,25.7,8.9
29.0,364.0,25.7,8.8
28.5,478.9,25.6,8.9
29.5,300.0,25.6,9.0
28.9,433.1,25.6,8.9
28.7,339.8,25.6,8.8
28.8,338.5,25.6,8.7
28.9,334.0,25.6,8.7
28.2,281.8,25.5,8.8
28.7,415.9,25.6,8.8
28.3,225.1,25.6,8.7
29.0,400.3,25.6,8.9
29.0,345.2,25.5,8.9
28.4,411.1,25.5,8.9
30.2,464.0,25.6,8.8
28.9,428.6,25.6,8.7
28.7,458.2,25.5,8.8
28.7,290.1,25.4,8.7
29.0,392.6,25.5,8.7
29.9,207.9,25.6,8.8
28.7,277.3,25.7,8.7
29.1,369.7,25.6,8.6
30.1,346.1,25.7,8.8
28.0,465.9,25.6,8.7
30.3,234.7,25.7,8.7
28.4,429.9,25.6,8.8
28.5,279.6,25.6,8.7
28.6,293.9,25.7,8.6
29.1,272.6,25.7,8.5
28.7,235.0,25.6,8.5
28.3,342.0,25.6,8.6
28.7,210.5,25.6,8.6
28.8,365.9,25.6,8.6
28.4,234.0,25.5,8.6
28.3,318.7,25.6,8.7
28.5,381.2,25.7,8.7
28.5,372.3,25.5,8.8
29.0,411.4,25.5,8.6
29.2,280.5,25.5,8.7
29.0,397.1,25.6,8.8
28.7,186.6,25.5,8.9
28.6,293.6,25.6,8.8
29.2,299.3,25.5,9.0
29.0,334.0,25.4,9.0
29.0,435.3,25.5,8.9
28.9,317.2,25.6,8.8
29.0,490.7,25.7,9.0
28.8,268.4,25.6,9.2
28.1,357.3,25.7,8.8
29.0,327.3,25.7,8.7
28.6,312.4,25.7,8.8
28.8,387.9,25.7,8.9
28.7,279.6,25.7,8.9
28.6,443.6,25.7,8.7
29.0,273.8,25.8,8.8
28.4,380.9,25.8,8.7
29.3,329.6,25.6,8.7
28.9,341.4,25.8,8.9
28.8,415.6,25.7,9.1
28.7,396.8,25.8,8.6
28.6,441.7,25.6,8.7
29.1,237.2,25.8,8.6
28.9,381.5,25.6,8.8
28.6,299.3,25.6,8.9
28.7,319.4,25.7,8.8
28.5,366.8,25.8,8.6
29.6,285.9,25.7,8.7
28.9,443.9,25.7,8.8
29.1,218.4,25.6,9.0
28.7,363.7,25.7,8.7
28.4,268.4,25.6,8.7
28.7,284.7,25.6,8.7
28.6,342.3,25.5,8.9
29.0,265.9,25.7,8.9
28.3,418.1,25.6,8.9
29.0,261.7,25.6,8.8
28.6,363.3,25.6,9.0
28.5,260.8,25.6,8.9
28.9,324.8,25.6,8.8
28.6,348.7,25.6,9.0
28.9,321.9,25.5,8.8
28.5,410.2,25.6,8.8
28.9,365.6,25.7,8.7
29.0,417.8,25.6,8.7
29.1,329.3,25.6,8.8
28.7,365.2,25.6,8.7
28.9,382.1,25.6,8.5
28.5,343.9,25.7,8.7
28.8,410.5,25.7,8.6
28.7,257.3,25.7,8.6
28.2,398.4,25.6,8.5
28.5,278.3,25.7,8.7
29.1,357.0,25.6,8.6
28.6,363.3,25.5,8.6
29.4,336.9,25.7,8.6
28.9,465.9,25.6,8.5
29.4,311.4,25.7,8.5
28.9,422.3,25.7,8.5
28.2,364.3,25.7,8.5
29.1,406.3,25.7,8.7
30.3,307.3,25.6,8.6
27.7,315.9,25.6,8.6
28.4,401.9,25.6,8.6
30.0,408.6,25.8,8.7
28.3,387.9,25.6,8.7
29.0,289.4,25.7,8.7
28.5,375.8,25.7,8.7
30.5,323.5,25.7,8.8
28.1,330.9,25.7,8.8
28.7,338.2,25.7,8.8
28.3,225.1,25.6,8.8
28.6,319.7,25.6,8.8
28.7,200.9,25.7,8.7
28.7,313.7,25.6,8.9
28.4,279.3,25.5,8.9
28.1,324.8,25.7,8.8
28.7,396.1,25.6,8.9
28.9,302.8,25.6,8.8
28.5,392.3,25.7,8.8
28.6,319.4,25.7,8.8
28.3,347.1,25.5,8.9
28.9,310.8,25.6,8.8
28.1,316.2,25.7,8.8
28.4,289.8,25.7,8.8
28.0,211.4,25.9,8.7
29.5,405.4,25.7,8.9
29.5,317.5,25.7,8.6
27.6,376.7,25.7,8.8
28.5,379.3,25.8,8.6
28.9,504.4,25.8,8.8
28.7,369.1,25.7,8.8
28.4,282.4,25.8,8.8
28.9,334.0,25.8,8.9
28.7,248.4,25.8,8.8
29.2,321.6,25.8,8.9
28.6,254.7,25.8,8.8
28.3,362.1,25.7,8.8
28.6,390.1,25.7,8.8
29.1,340.7,25.7,8.7
29.3,424.5,25.8,8.8
28.8,386.9,25.7,8.7
29.3,397.4,25.7,8.9
29.5,339.1,25.5,8.8
29.0,342.3,25.5,8.9
28.5,262.4,25.6,8.8
28.6,262.4,25.6,8.8
28.7,314.9,25.6,8.8
28.9,269.7,25.5,8.7
28.6,364.6,25.6,8.8
28.7,449.3,25.6,8.6
28.8,490.4,25.6,8.7
28.9,358.6,25.5,8.7
28.9,331.8,25.5,8.7
28.6,324.5,25.5,8.6
28.4,221.9,25.5,8.7
28.9,250.6,25.5,8.6
29.1,240.7,25.6,8.7
29.0,331.8,25.6,8.6
28.4,322.6,25.6,8.6
29.0,355.7,25.6,8.6
28.4,394.9,25.5,8.6
28.7,364.0,25.5,8.7
28.2,397.7,25.7,8.5
28.6,389.5,25.7,8.7
29.3,367.2,25.7,8.5
28.8,324.8,25.7,8.6
28.7,307.3,25.7,8.6
28.4,257.6,25.7,8.7
29.1,252.5,25.8,8.7
29.1,325.1,25.8,8.7
28.9,414.0,25.6,8.8
28.6,477.7,25.7,8.8
29.0,439.1,25.7,8.7
29.2,409.2,25.7,8.7
28.1,353.8,25.6,8.8
28.6,309.2,25.7,8.8
28.9,284.0,25.7,8.8
29.1,276.4,25.6,8.8
28.8,301.9,25.7,8.9
28.2,338.5,25.7,8.7
29.4,382.8,25.6,8.8
28.8,378.0,25.6,8.8
29.3,410.8,25.6,8.8
29.0,397.7,25.6,8.8
28.4,409.5,25.6,8.8
28.8,384.4,25.7,8.7
28.3,352.8,25.7,8.7
28.6,316.5,25.6,8.7
28.6,276.1,25.7,8.8
28.8,247.4,25.6,8.7
28.6,245.2,25.6,8.8
29.0,323.8,25.8,8.8
29.1,419.1,25.7,8.7
29.2,466.8,25.8,8.8
29.2,390.7,25.8,8.8
28.9,366.2,25.8,8.8
28.9,330.5,25.7,8.8
28.8,238.5,25.6,8.9
28.4,236.9,25.6,8.7
28.7,213.3,25.7,8.7
28.5,295.2,25.6,8.8
28.5,288.5,25.7,8.8
28.9,353.1,25.8,8.8
29.0,395.2,25.7,8.8
28.3,353.8,25.7,8.9
29.7,403.5,25.7,8.8
29.1,363.7,25.7,8.8
28.6,356.6,25.7,8.8
28.8,316.8,25.6,8.8
28.8,315.6,25.6,8.7
28.3,252.8,25.7,8.8
28.7,257.3,25.8,8.9
28.5,356.0,25.7,9.0
28.9,346.8,25.6,8.8
28.3,378.6,25.8,8.9
29.3,409.2,25.7,8.6
28.9,512.7,25.7,8.7
29.0,371.9,25.6,8.7
28.8,306.6,25.6,8.6
28.8,334.0,25.6,8.6
28.9,235.3,25.6,8.7
29.1,324.5,25.6,8.7
29.0,248.0,25.6,8.7
28.9,360.8,25.7,8.6
29.0,372.9,25.6,8.7
28.7,339.4,25.6,8.6
28.9,436.9,25.6,8.6
29.1,364.6,25.6,8.6
28.9,393.3,25.6,8.6
29.0,346.8,25.6,8.6
29.1,362.4,25.6,8.6
29.0,288.5,25.7,8.6
28.6,281.2,25.5,8.7
28.7,341.4,25.5,8.6
29.1,250.3,25.5,8.7
28.9,363.3,25.5,8.6
28.4,340.1,25.5,8.7
28.8,419.1,25.5,8.7
28.8,322.3,25.6,8.8
28.5,350.0,25.7,8.8
28.7,359.8,25.7,8.7
28.7,237.9,25.7,8.8
29.0,346.5,25.6,8.8
28.9,239.8,25.6,9.0
28.3,342.3,25.6,9.0
29.1,300.6,25.7,8.7
28.7,332.1,25.7,8.7
29.1,434.0,25.6,8.8
29.1,320.3,25.6,8.8
29.6,415.6,25.7,8.8
28.9,338.8,25.7,8.6
28.6,385.0,25.7,8.8
29.2,308.9,25.9,8.8
28.3,345.5,25.8,8.7
29.1,355.7,25.7,8.8
28.9,305.1,25.6,8.8
28.5,403.8,25.6,8.7
28.8,325.1,25.6,8.7
28.8,413.3,25.6,8.7
28.8,348.4,25.6,8.8
29.1,442.3,25.5,8.8
28.7,387.9,25.6,8.7
29.3,298.4,25.7,8.8
28.7,433.4,25.7,8.6
29.3,267.2,25.6,8.7
28.9,419.1,25.7,8.7
28.9,290.7,25.7,8.8
29.1,345.2,25.7,8.8
29.4,367.2,25.7,8.7
29.2,335.3,25.6,8.8
29.1,456.6,25.7,8.7
28.9,308.6,25.7,8.8
29.0,407.9,25.7,8.8
28.9,319.4,25.8,8.7
29.0,344.5,25.6,8.8
28.9,314.6,25.6,8.7
29.2,277.7,25.6,8.7
28.6,369.7,25.7,8.7
28.8,293.3,25.8,8.8
28.9,378.3,25.7,8.8
29.1,208.2,25.6,8.7
28.9,314.0,25.7,8.8
29.2,321.3,25.7,8.7
28.8,343.9,25.8,8.7
29.0,396.1,25.8,8.7
28.6,249.0,25.8,8.8
29.4,448.1,25.8,8.8
28.6,237.5,25.8,8.8
28.8,324.5,25.8,8.6
28.6,287.9,25.7,8.7
28.9,287.2,25.7,8.7
29.1,374.2,25.7,8.7
28.7,267.5,25.7,8.7
29.2,409.8,25.7,8.5
28.4,266.2,25.7,8.6
28.3,350.6,25.7,8.6
28.5,319.1,25.7,8.6
28.5,337.5,25.7,8.6
29.1,407.3,25.6,8.5
29.0,379.3,25.6,8.6
29.2,439.8,25.5,8.6
29.5,223.2,25.7,8.6
28.7,353.5,25.7,8.6
28.7,290.4,25.5,8.7
28.8,286.3,25.5,8.7
29.0,372.9,25.7,8.7
28.7,347.4,25.6,8.8
28.9,491.7,25.6,8.9
29.3,256.3,25.6,8.8
29.1,439.1,25.7,8.8
28.9,311.1,25.6,9.0
28.9,332.8,25.6,8.8
29.2,354.7,25.8,8.6
29.6,283.7,25.7,8.7
29.4,419.1,25.7,8.8
28.9,240.4,25.7,8.7
28.8,378.6,25.8,8.7
29.0,261.7,25.8,8.8
28.9,331.2,25.8,8.7
28.5,385.3,25.8,8.8
29.0,373.5,25.9,8.7
29.0,427.0,25.7,8.8
28.3,273.8,25.7,8.7
28.4,393.0,25.8,8.7
28.7,195.8,25.6,8.6
28.8,276.7,25.7,8.8
29.2,318.4,25.7,8.7
29.0,325.4,25.6,8.7
29.3,448.4,25.6,8.7
28.9,327.0,25.7,8.6
28.7,466.5,25.8,8.8
28.7,276.4,25.6,8.7
28.5,364.9,25.6,8.7
28.7,342.6,25.7,8.7
28.5,309.2,25.7,8.7
29.2,370.0,25.6,8.8
29.2,273.5,25.6,8.8
28.8,442.3,25.6,8.8
29.7,233.1,25.6,8.8
28.9,375.8,25.6,8.9
29.3,387.5,25.6,8.8
29.3,429.3,25.6,8.8
28.6,429.6,25.6,8.7
29.1,317.5,25.7,8.8
28.7,423.5,25.6,8.7
28.5,236.9,25.6,8.7
28.2,325.1,25.5,8.6
28.8,253.8,25.5,8.8
28.6,288.5,25.7,8.6
28.5,429.3,25.6,8.6
28.6,385.3,25.7,8.7
28.7,494.5,25.7,8.6
29.8,331.2,25.7,8.7
30.1,450.9,25.8,8.7
29.1,316.2,25.7,8.7
29.0,312.1,25.7,8.6
28.3,293.3,25.7,8.7
29.5,232.4,25.6,8.6
28.8,360.8,25.6,8.7
29.0,185.6,25.5,8.7
28.9,376.4,25.6,8.6
28.9,321.3,25.7,8.6
29.1,405.1,25.7,8.6
28.5,411.7,25.6,8.6
29.2,367.8,25.7,8.6
28.7,422.3,25.6,8.5
29.0,245.5,25.6,8.7
29.2,307.9,25.7,8.7
29.1,205.1,25.8,8.6
28.8,249.3,25.5,8.8
28.2,326.1,25.5,8.7
29.3,268.7,25.6,8.8
28.3,452.2,25.7,8.8
28.6,358.9,25.7,8.8
29.2,452.2,25.6,8.8
28.9,316.5,25.6,8.8
28.8,394.9,25.6,8.8
29.1,300.0,25.6,8.8
29.0,262.1,25.6,8.8
29.1,299.0,25.6,8.7
29.4,193.0,25.6,8.8
28.4,357.0,25.6,8.7
29.0,281.8,25.6,8.8
28.9,432.1,25.6,8.9
29.0,399.0,25.8,8.7
29.0,387.5,25.6,8.7
29.2,464.0,25.6,8.8
28.6,312.7,25.5,8.8
29.0,383.1,25.6,8.7
29.2,279.3,25.7,8.8
29.3,311.7,25.7,8.7
29.1,262.1,25.7,8.7
29.1,274.8,25.8,8.7
29.2,414.3,25.7,8.6
29.3,346.8,25.6,8.6
29.2,434.7,25.7,8.7
29.2,395.5,25.8,8.6
29.0,435.3,25.7,8.7
29.1,299.0,25.7,8.7
28.8,308.9,25.7,8.7
28.8,287.9,25.7,8.7
29.4,182.4,25.8,8.6
28.6,301.2,25.8,8.7
29.3,260.5,25.7,8.7
28.7,388.5,25.6,8.7
28.9,350.3,25.7,8.7
29.0,404.7,25.8,8.8
28.9,421.0,25.7,8.7
29.2,304.7,25.6,8.8
29.3,363.3,25.7,8.7
28.9,277.7,25.7,8.8
29.1,298.7,25.5,8.7
28.5,281.5,25.5,8.7
29.1,292.0,25.6,8.7
29.5,347.7,25.6,8.7
29.1,285.6,25.7,8.7
28.7,422.6,25.5,8.7
29.2,447.7,25.6,8.7
29.7,437.5,25.6,8.7
29.2,361.7,25.5,8.7
29.4,400.9,25.6,8.7
29.5,302.8,25.6,8.8
29.1,250.0,25.7,8.6
29.2,289.4,25.6,8.7
28.6,263.7,25.5,8.7
28.9,343.0,25.5,8.7
28.9,361.4,25.6,8.6
29.0,493.3,25.7,8.6
29.2,423.2,25.7,8.6
29.1,363.3,25.6,8.6
29.2,419.7,25.6,8.6
28.7,327.3,25.6,8.5
28.7,331.8,25.7,8.6
29.4,314.6,25.6,8.6
29.0,315.9,25.6,8.4
29.0,369.4,25.7,8.5
28.8,296.5,25.6,8.5
28.9,350.3,25.7,8.6
28.5,328.0,25.8,8.8
29.0,397.7,25.7,8.8
28.5,412.4,25.8,8.9
28.7,403.8,25.7,9.0
29.4,307.0,25.6,9.0
29.2,315.9,25.8,9.0
29.3,260.8,25.8,9.0
28.8,227.7,25.6,8.9
28.4,243.6,25.8,8.9
28.5,320.0,25.7,9.0
28.4,431.2,25.8,9.1
28.0,365.2,25.6,9.1
29.0,363.3,25.7,9.0
29.4,373.2,25.7,9.0
28.8,313.7,25.7,8.9
28.2,328.0,25.7,8.9
30.2,322.3,25.7,8.8
29.0,284.0,25.6,8.9
28.9,351.9,25.6,8.7
29.2,285.6,25.7,8.8
28.4,288.2,25.6,8.7
28.8,326.1,25.6,8.7
29.6,360.8,25.5,8.7
28.8,381.2,25.6,8.5
28.9,402.8,25.7,8.6
29.0,388.2,25.7,8.6
29.0,369.7,25.8,8.7
28.6,286.3,25.7,8.7
28.7,286.9,25.7,8.6
28.8,263.7,25.7,8.7
29.1,328.9,25.8,8.8
29.5,387.9,25.8,8.6
29.1,372.3,25.6,8.7
29.0,373.8,25.6,8.6
29.1,356.6,25.6,8.7
29.1,336.9,25.7,8.8
29.1,305.4,25.7,8.8
29.1,320.0,25.7,8.7
29.0,308.9,25.7,8.7
29.1,388.2,25.7,8.7
29.0,312.1,25.6,8.7
29.1,361.4,25.6,8.8
29.1,354.7,25.6,8.6
29.2,286.3,25.5,8.8
28.9,336.3,25.6,8.6
28.9,358.6,25.6,8.6
28.9,393.3,25.5,8.8
28.9,354.4,25.6,8.5
29.4,321.9,25.6,8.7
29.3,324.2,25.6,8.5
28.8,240.7,25.7,8.7
29.1,348.0,25.7,8.5
28.8,343.6,25.6,8.6
29.1,367.5,25.6,8.6
28.7,327.7,25.5,8.6
29.2,343.3,25.5,8.6
29.0,360.8,25.6,8.7
29.1,278.0,25.6,8.6
29.2,337.5,25.6,8.6
28.9,303.1,25.6,8.6
28.3,405.4,25.5,8.6
29.3,324.8,25.6,8.6
29.2,376.7,25.6,8.5
28.4,364.3,25.6,8.5
29.7,349.0,25.7,8.5
29.2,393.6,25.7,8.5
28.6,305.7,25.7,8.5
29.0,340.4,25.8,8.6
29.1,350.6,25.7,8.8
28.9,422.3,25.8,8.7
29.1,347.1,25.6,8.8
28.9,300.3,25.7,8.9
28.9,441.7,25.6,8.8
28.7,355.4,25.5,8.9
29.4,409.5,25.6,8.9
29.3,326.1,25.7,8.8
28.7,364.9,25.6,9.0
28.8,334.0,25.7,9.0
29.3,276.1,25.7,9.0
29.2,368.7,25.8,8.8
29.4,269.4,25.7,9.0
28.9,413.7,25.7,8.8
29.5,344.5,25.7,8.9
28.9,444.2,25.7,8.8
28.8,355.4,25.6,8.9
29.2,345.8,25.6,8.9
29.6,383.1,25.5,8.7
29.1,258.9,25.6,8.9
29.4,321.6,25.6,8.9
29.0,262.7,25.6,8.9
28.7,317.2,25.7,8.9
28.8,308.6,25.7,9.0
28.8,345.5,25.8,9.1
29.0,411.7,25.6,9.1
28.8,325.4,25.5,8.9
29.1,446.5,25.8,8.9
29.3,301.9,25.7,9.0
28.8,349.6,25.5,8.9
29.4,275.1,25.6,8.9
28.8,262.7,25.6,8.8
29.2,321.6,25.7,8.6
28.7,224.2,25.6,8.8
29.5,409.8,25.6,8.6
28.5,285.0,25.6,8.6
28.8,414.6,25.8,8.7
28.7,342.0,25.6,8.6
29.5,385.6,25.7,8.7
29.0,385.3,25.6,8.7
29.7,315.6,25.6,8.7
29.2,362.4,25.7,8.5
29.0,211.1,25.6,8.6
28.5,310.8,25.6,8.7
28.7,267.8,25.7,8.6
29.0,353.5,25.5,8.7
29.0,396.1,25.7,8.7
29.4,359.8,25.6,8.6
28.7,478.9,25.8,8.8
29.2,332.4,25.7,8.5
29.1,425.8,25.6,8.6
28.9,243.9,25.7,8.5
29.5,314.3,25.6,8.5
28.7,288.2,25.7,8.5
28.6,240.7,25.7,8.6
29.1,414.6,25.6,8.5
29.2,257.9,25.6,8.6
29.5,453.5,25.7,8.4
28.9,314.0,25.6,8.5
28.9,395.5,25.7,8.6
28.7,373.5,25.7,8.6
29.0,339.4,25.6,8.6
29.0,359.5,25.6,8.6
29.0,243.3,25.7,8.6
28.7,340.4,25.6,8.8
28.8,201.9,25.7,8.9
28.8,304.1,25.7,8.9
29.4,343.6,25.7,8.9
28.4,381.8,25.8,9.0
28.7,450.9,25.7,9.0
29.4,364.0,25.9,8.9
28.5,490.1,25.8,8.9
28.6,244.9,25.7,9.0
29.0,359.5,25.7,9.0
29.5,240.4,25.9,8.9
29.1,239.1,25.8,9.0
28.8,352.5,25.9,8.9
28.7,253.8,25.8,8.9
29.0,491.7,25.8,8.9
29.3,288.5,25.7,9.0
29.5,439.1,25.7,9.0
29.1,390.7,25.7,8.9
29.4,392.6,25.7,8.8
28.9,381.2,25.7,8.7
28.6,319.7,25.8,8.7
29.3,379.3,25.7,8.7
29.3,273.8,25.8,8.8
28.9,350.6,25.7,8.7
29.1,280.5,25.5,8.8
29.3,315.9,25.7,8.7
29.7,457.0,25.6,8.6
29.2,522.6,25.7,8.6
28.8,509.8,25.5,8.7
29.0,307.0,25.5,8.8
29.0,475.8,25.6,8.8
28.7,268.7,25.6,8.7
29.1,251.9,25.5,8.7
29.5,296.1,25.5,8.8
28.9,248.4,25.5,8.8
28.9,435.6,25.6,8.7
28.5,227.7,25.6,8.9
29.0,429.3,25.6,8.6
29.3,319.7,25.5,8.8
28.3,376.1,25.6,8.8
28.9,371.3,25.6,8.7
29.2,319.4,25.6,8.8
28.8,357.6,25.6,8.7
28.2,229.6,25.6,8.7
28.7,343.3,25.5,8.7
29.2,175.1,25.5,8.7
28.9,279.6,25.6,8.7
28.9,365.2,25.6,8.7
29.1,418.8,25.5,8.6
29.0,451.6,25.6,8.7
29.1,304.4,25.7,8.6
28.6,467.2,25.7,8.7
28.7,238.5,25.6,8.6
28.6,303.8,25.6,8.7
28.8,250.3,25.7,8.5
29.3,229.6,25.6,8.6
28.8,360.8,25.7,8.6
28.8,236.9,25.6,8.6
28.1,455.1,25.6,8.5
29.1,287.2,25.6,8.6
28.7,407.3,25.6,8.6
29.1,355.7,25.7,8.7
28.8,355.7,25.7,8.6
29.1,367.8,25.7,8.6
28.5,286.6,25.7,8.5
28.4,363.3,25.7,8.5
29.0,235.9,25.6,8.6
28.7,323.5,25.7,8.6
28.8,303.1,25.6,8.6
29.2,394.5,25.8,8.6
28.9,451.2,25.6,8.7
29.3,390.1,25.6,8.7
29.1,490.7,25.6,8.7
29.0,289.8,25.7,8.7
29.2,371.9,25.7,8.7
28.8,246.5,25.6,8.7
29.7,271.3,25.7,8.7
28.9,324.2,25.7,8.6
29.3,226.1,25.6,8.7
29.1,401.6,25.6,8.8
28.8,274.8,25.7,8.7
28.8,429.3,25.7,8.9
28.7,328.9,25.7,9.0
29.1,372.9,25.7,8.9
29.2,371.3,25.7,8.8
28.8,309.8,25.7,9.0
28.5,360.8,25.7,9.0
29.0,227.0,25.6,8.8
28.6,325.4,25.7,8.9
28.9,287.9,25.8,8.8
29.0,372.9,25.7,8.8
28.5,359.2,25.7,8.8
28.8,306.3,25.8,8.9
28.8,470.3,25.8,8.8
28.8,389.8,25.8,8.9
28.9,402.5,25.7,8.8
28.6,292.6,25.7,8.9
29.0,347.4,25.6,8.9
28.6,321.0,25.7,8.8
29.3,258.9,25.6,8.9
29.0,371.3,25.5,8.8
29.1,273.8,25.6,8.9
28.8,408.6,25.6,9.0
29.2,328.9,25.6,8.8
28.8,435.0,25.5,9.0
29.1,376.7,25.6,8.8
29.1,365.6,25.6,8.8
29.2,405.7,25.6,8.9
29.4,275.8,25.7,8.8
29.4,359.5,25.6,8.9
28.6,335.6,25.6,8.8
28.8,390.7,25.6,8.9
28.4,336.6,25.7,8.8
29.7,371.0,25.6,8.8
28.7,442.3,25.6,8.9
29.0,299.3,25.6,8.8
29.2,421.6,25.7,8.8
28.8,362.7,25.7,9.0
28.4,373.2,25.6,8.8
28.9,303.5,25.6,8.8
28.7,280.2,25.7,8.7
28.2,347.7,25.7,8.8
28.6,253.5,25.6,8.8
29.0,342.3,25.7,8.8
29.1,308.9,25.7,8.7
28.6,411.7,25.7,8.8
28.8,297.7,25.6,8.8
28.4,351.2,25.7,8.9
29.0,343.9,25.7,8.8
28.4,248.4,25.8,8.8
29.3,333.1,25.8,8.8
28.6,321.9,25.7,8.9
28.2,339.8,25.7,8.7
29.5,357.9,25.7,8.9
29.2,354.1,25.7,8.9
28.3,325.1,25.7,9.0
28.6,259.2,25.8,8.9
28.4,353.1,25.7,9.0
28.5,326.1,25.5,8.9
28.7,357.3,25.6,9.0
28.9,347.7,25.6,9.0
29.0,372.6,25.7,8.8
28.7,350.3,25.7,8.9
28.3,295.8,25.7,8.8
29.3,333.7,25.7,9.0
29.1,300.3,25.7,8.8
28.9,351.9,25.6,9.0
28.5,315.9,25.7,9.0
28.9,396.5,25.7,8.8
29.1,317.8,25.6,8.9
28.7,307.9,25.8,8.7
28.8,371.0,25.7,9.0
29.1,341.7,25.7,8.7
29.4,353.5,25.7,8.9
28.8,400.3,25.7,8.8
28.9,422.6,25.7,8.9
28.6,369.7,25.7,8.9
28.8,305.7,25.7,8.9
28.8,321.6,25.7,9.0
29.0,283.1,25.7,9.0
28.7,332.8,25.7,8.8
29.0,392.3,25.8,8.9
28.4,368.7,25.7,8.8
28.8,366.8,25.7,8.9
28.7,357.3,25.7,8.9
28.6,311.1,25.5,8.8
28.6,328.3,25.5,9.0
28.6,317.2,25.7,8.9
28.3,283.7,25.7,8.8
28.4,341.0,25.7,8.9
28.5,307.9,25.7,8.9
29.1,332.1,25.8,8.9
28.2,296.8,25.7,9.0
28.6,328.0,25.7,9.0
28.7,350.9,25.8,8.9
28.1,409.5,25.6,8.9
29.2,403.5,25.7,8.8
29.1,398.7,25.6,8.9
28.7,335.3,25.7,8.9
29.0,309.8,25.7,8.8
28.8,274.2,25.6,8.9
28.9,294.5,25.5,8.9
28.5,311.4,25.7,8.9
28.2,372.9,25.7,8.8
28.6,502.2,25.8,8.7
29.2,404.4,25.6,8.8
29.3,350.9,25.7,8.8
28.8,398.7,25.6,8.8
28.7,315.6,25.5,8.7
29.2,324.5,25.5,8.8
28.5,300.6,25.6,8.7
28.4,308.2,25.5,8.8
28.3,358.2,25.6,8.8
28.4,323.2,25.6,8.8
29.2,362.7,25.6,8.8
29.0,345.2,25.7,8.8
29.2,425.4,25.7,8.8
